"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"VEG. MUEHL. METT",1,1.89,"7","OTHER"
"KALINKA KEFIR",1,1.29,"7","MD"
"ALMIGHURT",2,0.49,"7","MD"
"GRANDUETT VAN",1,0.49,"7","MD"
"KINDER BUENO",1,2.99,"7","OTHER"
"PEPSI COLA ZERO",1,0.89,"19","OTHER"
"COCA COLA ZERO",2,0.99,"19","OTHER"
"SPEZI ZERO",2,0.85,"19","OTHER"
"FANTA",1,0.99,"19","OTHER"
"SPARKLING PEACH",1,0.69,"19","OTHER"
