"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"CHEDDAR WUERZIG",2,1.79,"7","MD"
"PIZZAKAES GERIEB",2,1.79,"7","MD"
"KARTOFFELBROT",1,1.1,"7","OTHER"
"KLEINES KERNI",1,1.39,"7","OTHER"
"EIER GR. L BODEN",1,3.79,"7","MD"
"VEGAN SCHOKO",1,3.49,"7","OTHER"
"ZIMT GEMAHLEN",1,1.99,"7","OTHER"
"SOJASAUCE",1,1.79,"7","OTHER"
"CC CHERRY 0,33DS",1,0.99,"19","OTHER"
