"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"MINISTICK WURST",1,3.75,"7","MD"
"SALAMI STICKS RO",1,3.75,"7","MD"
"PUTENBRUST GEB",1,2.19,"7","MD"
"BIO TILSITER SCH",1,1.99,"7","MD"
"MIREE KNOBLAUCH",1,1.11,"7","MD"
"ESL MILCH 1,5%",1,0.99,"7","MD"
"KEFIR MILD",1,0.89,"7","MD"
"SAHNE Z. KOCHEN",1,1.29,"7","MD"
"QUARK RIEGEL",1,0.75,"7","OTHER"
"BACKFRISCHE PIZ.",1,1.88,"7","OTHER"
"BRONZO TORTGL",1,1.99,"7","OTHER"
"CREME BRULEE",1,3.99,"7","MD"
