"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"SCENATIC THE ENERGIZER ENERGY DRINK",4,0.59,"19","OTHER"
"BAYREUTHER HELL, 0,5L",4,1.49,"19","OTHER"
"MAGGI 5 MINUTEN TERRINE KARTOFFELBREI MIT FLEISCHKLÖSSCHEN",2,1.49,"7","OTHER"
"JEDEN TAG FUSILLI",2,0.79,"7","OTHER"
"BARILLA PESTO ROSSO, 200G",2,3.79,"7","OTHER"
"TEGUT... BIO DEMETER BANANE (2PCS)",1,0.17,"7","FV"
