"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"BUTTERKÄSE SCH.",1,2.39,"7","MD"
"NATUR",2,2.29,"7","MD"
"BRIOCHE BUNS 4ER",2,1.69,"7","OTHER"
"RISPENTOMATEN",1,1.08,"7","FV"
"BLOCK BURGER",2,8.99,"7","MD"
"CRISSCROSS POMM.",1,1.89,"7","OTHER"
"EISWUERFEL",1,2.49,"7","OTHER"
"AMERICAN SANDWIC",1,2.29,"19","OTHER"
"COCA COLA ZERO",1,1.39,"7","OTHER"
