"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"HERZ. ORANGETTEN",1,2.29,"7","OTHER"
"BIO E.WALNUSSKERNE",1,2.39,"7","FV"
"HERZ. W. HEIDEL. GEZ.",1,1.69,"7","OTHER"
"EHRM. HIGH PROTEIN",1,1.29,"7","MD"
"G&G SCH.KN.MUESLI",1,2.29,"7","OTHER"
