"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"COCA-COLA 0,51",1,1.29,"19","OTHER"
"ALPRO DRINK MANDEL",1,1.99,"19","OTHER"
"G&G EIER BDH",1,1.99,"7","MD"
"CHINAKOHL",1,1.14,"7","FV"
"HERZ.AUSTERNPILZE",1,1.99,"7","FV"
