"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"ALBI NEKTAR",2,2.69,"19","OTHER"
"G&G KONFITÜR. ERD",1,1.29,"7","OTHER"
"HERZ. M. PFL. TO.",2,1.99,"7","FV"
"ZUCCHINI",1,2.05,"7","FV"
"AUBERGINEN",2,1.19,"7","FV"
"BELEG FRISCHFLEISCH + GEFLÜG",1,7.06,"7","MD"
"KAROTTEN",1,0.29,"7","FV"
"G&G WALDFRÜCHT TEE",1,1.39,"7","OTHER"
"G&G KART. CHIP. PAP.",1,1.19,"7","OTHER"
"G&G SALZBREZELN",1,0.99,"7","OTHER"
"G&G WEIZENBRÖTCH.",1,0.99,"7","OTHER"
