"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"BANANE LOSE",1,1.34,"7","FV"
"BIO BROKKOLI",1,2.69,"7","FV"
"MOZZARELLA GERIEBEN",4,1.79,"7","MD"
"KRÄUTERBAGUETTE",3,0.99,"7","OTHER"
"CREME ZU, KOCHEN 7%",4,0.89,"7","MD"
"ZIMT GEMAHLEN CASSIA",2,0.69,"7","OTHER"
"LASAGNE",1,1.19,"7","OTHER"
"GEHACKTE TOMATEN",2,0.59,"7","FV"
"COCA COLA ZERO",1,1.39,"19","OTHER"
"EDELSCHOKO ARRIBA85%",2,2.29,"7","OTHER"
