"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"BANANE FAIR BIO",1,0.64,"7","FV"
"BIO MÖHREN",1,1.49,"7","FV"
"BIO BABY SPINAT",1,1.49,"7","FV"
"PETERSILIE",1,1.49,"7","FV"
"KERRYGOLD IR. BUTTER",1,2.39,"7","MD"
"KERRYGOLD GESALZEN",2,2.39,"7","MD"
"KURKUMA GEMAHLEN",1,0.85,"7","FV"
"DR. OETKER MOHN BACL",1,2.39,"7","OTHER"
"GOLDEN TOAST BUTTER",1,1.89,"7","MD"
