"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"BIO MOZZARELLA",2,1.29,"7","MD"
"STAUDENSELLERIE",2,0.99,"7","FV"
"TOMATE DIVINO",1,2.49,"7","FV"
"BIO CAFFE LATTE",2,0.99,"7","OTHER"
"FILEGRO CRUNCH N",1,2.99,"7","OTHER"
"FILEGRO OFEN",1,2.99,"7","OTHER"
"PIZZA AMORE",1,2.99,"7","OTHER"
"PIZZA AMORE",1,2.99,"7","OTHER"
"PIZZA AMORE RUCO",1,2.99,"7","OTHER"
