"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"CRUNCHIPS XXL",1,1.79,"7","OTHER"
"MIWA CLA. 6X1,5L",1,1.74,"19","OTHER"
"SALZSTANGEN 250G",1,0.69,"7","OTHER"
"GEWÜRZ-SPEKULATIUS",1,1.69,"7","OTHER"
"BANANEN RFA",1,0.52,"7","FV"
"ORANGINA SORTIERT",1,0.89,"19","OTHER"
