"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"RD-HACKFLEISCH",1,3.99,"7","MD"
"BIO MOZZARELLA",1,1.29,"7","MD"
"GRATINKAESE LE.",1,1.79,"7","MD"
"BLATTSPINAT MIX",1,0.85,"7","FV"
"CHERRYTOMATE",1,1.11,"7","FV"
"CREME LEICHT",1,1.09,"7","MD"
"BOLOGNESER GRAT.",1,1.09,"7","OTHER"
"COCA COLA ZERO",1,2.19,"19","OTHER"
