"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"BIO ALNA.H.CRUNCHY",1,4.79,"7","OTHER"
"CLEMENTINEN",1,3.99,"7","FV"
"BIO ALNATURA HAFER",1,3.49,"7","OTHER"
"BIO ALNA.KNU.TALER",1,3.79,"7","OTHER"
"DRI HIMBEEREN",1,1.99,"7","FV"
"GT VOLLK.TOAST",1,1.89,"7","OTHER"
"G&G EIER BDH",3,1.99,"7","MD"
"SL ERDBEEREN",1,4.99,"7","FV"
"WILT.PEPER.SALAMI",1,2.29,"7","MD"
