"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"PROSCIUTTO COTTO",1,2.79,"7","MD"
"LEERDAMMER CAR.",1,2.89,"7","MD"
"BAGUETTE STANGE",1,0.79,"7","OTHER"
"SALAT ROMA HERZ",1,1.19,"7","FV"
"RISPENTOMATE",1,0.35,"7","FV"
"BIO MILCH 1,5 %",1,1.59,"7","MD"
"JMDE MASC. MANGO",1,0.89,"7","MD"
"JMDE MASC. ERDB.",1,0.89,"7","MD"
