"NAME","AMOUNT","PRICE","TAX","CATEGORY"
"STARDRINK COLA-MIX 1,5L FL",2,0.65,"19","OTHER"
"BESTE ERNTE BEANS SORT. 400G",1,0.99,"7","FV"
"GL SPEISEQU. MAGERHF3 500G",2,1.29,"7","MD"
"BESTE ERNTE KIDENYBOHNEN 255G",1,0.69,"7","FV"
"CAPTN JACK & COLA 0,33L",6,1.69,"19","OTHER"
"N. I. TOMATENMARK 200G",2,0.89,"7","FV"
"BISC. JAFFACAKE SORT. 300G",2,1.99,"7","OTHER"
"TROLLI APFELRINGE 150G",2,1.09,"7","OTHER"
